"S No.",Year,State,Industry,Count,"Last Update"
849,2023,Telangana,"Social Network",6,"09-04-2023 04:00:03"
850,2023,Telangana,Sports,3,"09-04-2023 04:00:03"
851,2023,Telangana,"Technology Hardware",13,"09-04-2023 04:00:03"
852,2023,Telangana,"Textiles & Apparel",5,"09-04-2023 04:00:03"
853,2023,Telangana,"Toys and Games",4,"09-04-2023 04:00:03"
854,2023,Telangana,"Transportation & Storage",4,"09-04-2023 04:00:03"
855,2023,Telangana,"Travel & Tourism",5,"09-04-2023 04:00:03"
856,2023,Telangana,"Waste Management",2,"09-04-2023 04:00:03"
857,2023,Tripura,Agriculture,1,"09-04-2023 04:00:03"
858,2023,Tripura,Construction,2,"09-04-2023 04:00:03"
859,2023,Tripura,Education,1,"09-04-2023 04:00:03"
860,2023,Tripura,"Green Technology",1,"09-04-2023 04:00:03"
861,2023,Tripura,"Healthcare & Lifesciences",2,"09-04-2023 04:00:03"
862,2023,Tripura,"Human Resources",1,"09-04-2023 04:00:03"
863,2023,Tripura,"IT Services",1,"09-04-2023 04:00:03"
864,2023,Tripura,"Technology Hardware",1,"09-04-2023 04:00:03"
865,2023,"Uttar Pradesh",Advertising,13,"09-04-2023 04:00:03"
866,2023,"Uttar Pradesh","Aeronautics Aerospace & Defence",11,"09-04-2023 04:00:03"
867,2023,"Uttar Pradesh",Agriculture,58,"09-04-2023 04:00:03"
868,2023,"Uttar Pradesh",AI,7,"09-04-2023 04:00:03"
869,2023,"Uttar Pradesh",Analytics,4,"09-04-2023 04:00:03"
870,2023,"Uttar Pradesh","AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
871,2023,"Uttar Pradesh","Architecture Interior Design",8,"09-04-2023 04:00:03"
872,2023,"Uttar Pradesh","Art & Photography",6,"09-04-2023 04:00:03"
873,2023,"Uttar Pradesh",Automotive,19,"09-04-2023 04:00:03"
874,2023,"Uttar Pradesh",Biotechnology,2,"09-04-2023 04:00:03"
875,2023,"Uttar Pradesh",Chemicals,13,"09-04-2023 04:00:03"
876,2023,"Uttar Pradesh","Computer Vision",1,"09-04-2023 04:00:03"
877,2023,"Uttar Pradesh",Construction,80,"09-04-2023 04:00:03"
878,2023,"Uttar Pradesh",Education,62,"09-04-2023 04:00:03"
879,2023,"Uttar Pradesh","Enterprise Software",16,"09-04-2023 04:00:03"
880,2023,"Uttar Pradesh",Events,3,"09-04-2023 04:00:03"
881,2023,"Uttar Pradesh",Fashion,18,"09-04-2023 04:00:03"
882,2023,"Uttar Pradesh","Finance Technology",21,"09-04-2023 04:00:03"
883,2023,"Uttar Pradesh","Food & Beverages",43,"09-04-2023 04:00:03"
884,2023,"Uttar Pradesh","Green Technology",13,"09-04-2023 04:00:03"
885,2023,"Uttar Pradesh","Healthcare & Lifesciences",99,"09-04-2023 04:00:03"
886,2023,"Uttar Pradesh","House-Hold Services",7,"09-04-2023 04:00:03"
887,2023,"Uttar Pradesh","Human Resources",36,"09-04-2023 04:00:03"
888,2023,"Uttar Pradesh","Indic Language Startups",5,"09-04-2023 04:00:03"
889,2023,"Uttar Pradesh","Internet of Things",6,"09-04-2023 04:00:03"
890,2023,"Uttar Pradesh","IT Services",122,"09-04-2023 04:00:03"
891,2023,"Uttar Pradesh",Logistics,5,"09-04-2023 04:00:03"
892,2023,"Uttar Pradesh",Marketing,12,"09-04-2023 04:00:03"
893,2023,"Uttar Pradesh","Media & Entertainment",18,"09-04-2023 04:00:03"
894,2023,"Uttar Pradesh","Non- Renewable Energy",11,"09-04-2023 04:00:03"
895,2023,"Uttar Pradesh","Other Specialty Retailers",7,"09-04-2023 04:00:03"
896,2023,"Uttar Pradesh",Others,20,"09-04-2023 04:00:03"
897,2023,"Uttar Pradesh","Pets & Animals",1,"09-04-2023 04:00:03"
898,2023,"Uttar Pradesh","Professional & Commercial Services",59,"09-04-2023 04:00:03"
899,2023,"Uttar Pradesh","Real Estate",18,"09-04-2023 04:00:03"
900,2023,"Uttar Pradesh","Renewable Energy",29,"09-04-2023 04:00:03"
901,2023,"Uttar Pradesh",Retail,19,"09-04-2023 04:00:03"
902,2023,"Uttar Pradesh",Robotics,1,"09-04-2023 04:00:03"
903,2023,"Uttar Pradesh",Safety,1,"09-04-2023 04:00:03"
904,2023,"Uttar Pradesh","Security Solutions",9,"09-04-2023 04:00:03"
905,2023,"Uttar Pradesh","Social Impact",7,"09-04-2023 04:00:03"
906,2023,"Uttar Pradesh","Social Network",4,"09-04-2023 04:00:03"
907,2023,"Uttar Pradesh",Sports,6,"09-04-2023 04:00:03"
908,2023,"Uttar Pradesh","Technology Hardware",41,"09-04-2023 04:00:03"
909,2023,"Uttar Pradesh","Telecommunication & Networking",10,"09-04-2023 04:00:03"
910,2023,"Uttar Pradesh","Textiles & Apparel",20,"09-04-2023 04:00:03"
911,2023,"Uttar Pradesh","Toys and Games",3,"09-04-2023 04:00:03"
912,2023,"Uttar Pradesh","Transportation & Storage",4,"09-04-2023 04:00:03"
913,2023,"Uttar Pradesh","Travel & Tourism",10,"09-04-2023 04:00:03"
914,2023,"Uttar Pradesh","Waste Management",6,"09-04-2023 04:00:03"
915,2023,Uttarakhand,"Aeronautics Aerospace & Defence",4,"09-04-2023 04:00:03"
916,2023,Uttarakhand,Agriculture,5,"09-04-2023 04:00:03"
917,2023,Uttarakhand,Analytics,1,"09-04-2023 04:00:03"
918,2023,Uttarakhand,"Architecture Interior Design",1,"09-04-2023 04:00:03"
919,2023,Uttarakhand,Construction,2,"09-04-2023 04:00:03"
920,2023,Uttarakhand,Education,3,"09-04-2023 04:00:03"
921,2023,Uttarakhand,"Enterprise Software",1,"09-04-2023 04:00:03"
922,2023,Uttarakhand,Fashion,1,"09-04-2023 04:00:03"
923,2023,Uttarakhand,"Finance Technology",2,"09-04-2023 04:00:03"
924,2023,Uttarakhand,"Food & Beverages",5,"09-04-2023 04:00:03"
925,2023,Uttarakhand,"Green Technology",1,"09-04-2023 04:00:03"
926,2023,Uttarakhand,"Healthcare & Lifesciences",10,"09-04-2023 04:00:03"
927,2023,Uttarakhand,"House-Hold Services",1,"09-04-2023 04:00:03"
928,2023,Uttarakhand,"Human Resources",1,"09-04-2023 04:00:03"
929,2023,Uttarakhand,"Internet of Things",1,"09-04-2023 04:00:03"
930,2023,Uttarakhand,"IT Services",8,"09-04-2023 04:00:03"
931,2023,Uttarakhand,Marketing,1,"09-04-2023 04:00:03"
932,2023,Uttarakhand,"Media & Entertainment",2,"09-04-2023 04:00:03"
933,2023,Uttarakhand,"Non- Renewable Energy",1,"09-04-2023 04:00:03"
934,2023,Uttarakhand,Others,1,"09-04-2023 04:00:03"
935,2023,Uttarakhand,"Professional & Commercial Services",5,"09-04-2023 04:00:03"
936,2023,Uttarakhand,"Real Estate",2,"09-04-2023 04:00:03"
937,2023,Uttarakhand,"Renewable Energy",1,"09-04-2023 04:00:03"
938,2023,Uttarakhand,Retail,3,"09-04-2023 04:00:03"
939,2023,Uttarakhand,"Security Solutions",1,"09-04-2023 04:00:03"
940,2023,Uttarakhand,"Technology Hardware",1,"09-04-2023 04:00:03"
941,2023,Uttarakhand,"Telecommunication & Networking",1,"09-04-2023 04:00:03"
942,2023,Uttarakhand,"Textiles & Apparel",1,"09-04-2023 04:00:03"
943,2023,Uttarakhand,"Travel & Tourism",2,"09-04-2023 04:00:03"
944,2023,Uttarakhand,"Waste Management",3,"09-04-2023 04:00:03"
945,2023,"West Bengal",Advertising,2,"09-04-2023 04:00:03"
946,2023,"West Bengal","Aeronautics Aerospace & Defence",3,"09-04-2023 04:00:03"
947,2023,"West Bengal",Agriculture,29,"09-04-2023 04:00:03"
948,2023,"West Bengal",AI,4,"09-04-2023 04:00:03"
949,2023,"West Bengal",Animation,1,"09-04-2023 04:00:03"
950,2023,"West Bengal","AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
951,2023,"West Bengal","Architecture Interior Design",4,"09-04-2023 04:00:03"
952,2023,"West Bengal","Art & Photography",1,"09-04-2023 04:00:03"
953,2023,"West Bengal",Automotive,6,"09-04-2023 04:00:03"
954,2023,"West Bengal",Biotechnology,2,"09-04-2023 04:00:03"
955,2023,"West Bengal",Chemicals,3,"09-04-2023 04:00:03"
956,2023,"West Bengal","Computer Vision",1,"09-04-2023 04:00:03"
957,2023,"West Bengal",Construction,26,"09-04-2023 04:00:03"
958,2023,"West Bengal",Design,2,"09-04-2023 04:00:03"
959,2023,"West Bengal",Education,19,"09-04-2023 04:00:03"
960,2023,"West Bengal","Enterprise Software",3,"09-04-2023 04:00:03"
961,2023,"West Bengal",Fashion,8,"09-04-2023 04:00:03"
962,2023,"West Bengal","Finance Technology",7,"09-04-2023 04:00:03"
963,2023,"West Bengal","Food & Beverages",19,"09-04-2023 04:00:03"
964,2023,"West Bengal","Green Technology",5,"09-04-2023 04:00:03"
965,2023,"West Bengal","Healthcare & Lifesciences",28,"09-04-2023 04:00:03"
966,2023,"West Bengal","House-Hold Services",5,"09-04-2023 04:00:03"
967,2023,"West Bengal","Human Resources",2,"09-04-2023 04:00:03"
968,2023,"West Bengal","Internet of Things",2,"09-04-2023 04:00:03"
969,2023,"West Bengal","IT Services",38,"09-04-2023 04:00:03"
970,2023,"West Bengal",Logistics,6,"09-04-2023 04:00:03"
971,2023,"West Bengal",Marketing,6,"09-04-2023 04:00:03"
972,2023,"West Bengal","Media & Entertainment",1,"09-04-2023 04:00:03"
973,2023,"West Bengal","Non- Renewable Energy",3,"09-04-2023 04:00:03"
974,2023,"West Bengal","Other Specialty Retailers",5,"09-04-2023 04:00:03"
975,2023,"West Bengal",Others,7,"09-04-2023 04:00:03"
976,2023,"West Bengal","Professional & Commercial Services",17,"09-04-2023 04:00:03"
977,2023,"West Bengal","Real Estate",2,"09-04-2023 04:00:03"
978,2023,"West Bengal","Renewable Energy",5,"09-04-2023 04:00:03"
979,2023,"West Bengal",Retail,9,"09-04-2023 04:00:03"
980,2023,"West Bengal",Robotics,2,"09-04-2023 04:00:03"
981,2023,"West Bengal",Safety,1,"09-04-2023 04:00:03"
982,2023,"West Bengal","Security Solutions",4,"09-04-2023 04:00:03"
983,2023,"West Bengal","Social Impact",1,"09-04-2023 04:00:03"
984,2023,"West Bengal","Social Network",1,"09-04-2023 04:00:03"
985,2023,"West Bengal",Sports,1,"09-04-2023 04:00:03"
986,2023,"West Bengal","Technology Hardware",4,"09-04-2023 04:00:03"
987,2023,"West Bengal","Telecommunication & Networking",2,"09-04-2023 04:00:03"
988,2023,"West Bengal","Textiles & Apparel",16,"09-04-2023 04:00:03"
989,2023,"West Bengal","Toys and Games",2,"09-04-2023 04:00:03"
990,2023,"West Bengal","Transportation & Storage",5,"09-04-2023 04:00:03"
991,2023,"West Bengal","Travel & Tourism",5,"09-04-2023 04:00:03"
992,2023,"West Bengal","Waste Management",1,"09-04-2023 04:00:03"
993,2022,"Andaman and Nicobar Islands",Agriculture,1,"09-04-2023 04:00:03"
994,2022,"Andaman and Nicobar Islands","AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
995,2022,"Andaman and Nicobar Islands",Construction,1,"09-04-2023 04:00:03"
996,2022,"Andaman and Nicobar Islands","Internet of Things",1,"09-04-2023 04:00:03"
997,2022,"Andaman and Nicobar Islands",Marketing,1,"09-04-2023 04:00:03"
998,2022,"Andaman and Nicobar Islands","Other Specialty Retailers",1,"09-04-2023 04:00:03"
999,2022,"Andaman and Nicobar Islands","Transportation & Storage",1,"09-04-2023 04:00:03"
1000,2022,"Andaman and Nicobar Islands","Travel & Tourism",2,"09-04-2023 04:00:03"
1001,2022,"Andhra Pradesh",Advertising,2,"09-04-2023 04:00:03"
1002,2022,"Andhra Pradesh","Aeronautics Aerospace & Defence",6,"09-04-2023 04:00:03"
1003,2022,"Andhra Pradesh",Agriculture,32,"09-04-2023 04:00:03"
1004,2022,"Andhra Pradesh",AI,7,"09-04-2023 04:00:03"
1005,2022,"Andhra Pradesh",Analytics,2,"09-04-2023 04:00:03"
1006,2022,"Andhra Pradesh","AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
1007,2022,"Andhra Pradesh","Architecture Interior Design",1,"09-04-2023 04:00:03"
1008,2022,"Andhra Pradesh","Art & Photography",1,"09-04-2023 04:00:03"
1009,2022,"Andhra Pradesh",Automotive,19,"09-04-2023 04:00:03"
1010,2022,"Andhra Pradesh",Biotechnology,4,"09-04-2023 04:00:03"
1011,2022,"Andhra Pradesh",Construction,33,"09-04-2023 04:00:03"
1012,2022,"Andhra Pradesh",Education,28,"09-04-2023 04:00:03"
1013,2022,"Andhra Pradesh","Enterprise Software",3,"09-04-2023 04:00:03"
1014,2022,"Andhra Pradesh",Fashion,2,"09-04-2023 04:00:03"
1015,2022,"Andhra Pradesh","Finance Technology",10,"09-04-2023 04:00:03"
1016,2022,"Andhra Pradesh","Food & Beverages",24,"09-04-2023 04:00:03"
1017,2022,"Andhra Pradesh","Green Technology",9,"09-04-2023 04:00:03"
1018,2022,"Andhra Pradesh","Healthcare & Lifesciences",19,"09-04-2023 04:00:03"
1019,2022,"Andhra Pradesh","Human Resources",7,"09-04-2023 04:00:03"
1020,2022,"Andhra Pradesh","Indic Language Startups",2,"09-04-2023 04:00:03"
1021,2022,"Andhra Pradesh","Internet of Things",6,"09-04-2023 04:00:03"
1022,2022,"Andhra Pradesh","IT Services",54,"09-04-2023 04:00:03"
1023,2022,"Andhra Pradesh",Logistics,5,"09-04-2023 04:00:03"
1024,2022,"Andhra Pradesh",Marketing,4,"09-04-2023 04:00:03"
1025,2022,"Andhra Pradesh","Media & Entertainment",3,"09-04-2023 04:00:03"
1026,2022,"Andhra Pradesh","Non- Renewable Energy",10,"09-04-2023 04:00:03"
1027,2022,"Andhra Pradesh","Other Specialty Retailers",1,"09-04-2023 04:00:03"
1028,2022,"Andhra Pradesh",Others,7,"09-04-2023 04:00:03"
1029,2022,"Andhra Pradesh","Professional & Commercial Services",17,"09-04-2023 04:00:03"
1030,2022,"Andhra Pradesh","Real Estate",4,"09-04-2023 04:00:03"
1031,2022,"Andhra Pradesh","Renewable Energy",11,"09-04-2023 04:00:03"
1032,2022,"Andhra Pradesh",Retail,4,"09-04-2023 04:00:03"
1033,2022,"Andhra Pradesh",Robotics,2,"09-04-2023 04:00:03"
1034,2022,"Andhra Pradesh","Social Network",2,"09-04-2023 04:00:03"
1035,2022,"Andhra Pradesh",Sports,2,"09-04-2023 04:00:03"
1036,2022,"Andhra Pradesh","Technology Hardware",8,"09-04-2023 04:00:03"
1037,2022,"Andhra Pradesh","Telecommunication & Networking",4,"09-04-2023 04:00:03"
1038,2022,"Andhra Pradesh","Toys and Games",2,"09-04-2023 04:00:03"
1039,2022,"Andhra Pradesh","Transportation & Storage",7,"09-04-2023 04:00:03"
1040,2022,"Andhra Pradesh","Travel & Tourism",6,"09-04-2023 04:00:03"
1041,2022,"Andhra Pradesh","Waste Management",3,"09-04-2023 04:00:03"
1042,2022,"Arunachal Pradesh",Agriculture,1,"09-04-2023 04:00:03"
1043,2022,"Arunachal Pradesh",Construction,2,"09-04-2023 04:00:03"
1044,2022,"Arunachal Pradesh","Healthcare & Lifesciences",1,"09-04-2023 04:00:03"
1045,2022,"Arunachal Pradesh","IT Services",1,"09-04-2023 04:00:03"
1046,2022,"Arunachal Pradesh","Professional & Commercial Services",1,"09-04-2023 04:00:03"
1047,2022,"Arunachal Pradesh","Social Impact",1,"09-04-2023 04:00:03"
1048,2022,"Arunachal Pradesh","Telecommunication & Networking",1,"09-04-2023 04:00:03"
1049,2022,Assam,Advertising,1,"09-04-2023 04:00:03"
1050,2022,Assam,"Aeronautics Aerospace & Defence",2,"09-04-2023 04:00:03"
1051,2022,Assam,Agriculture,27,"09-04-2023 04:00:03"
1052,2022,Assam,Analytics,2,"09-04-2023 04:00:03"
1053,2022,Assam,"Architecture Interior Design",1,"09-04-2023 04:00:03"
1054,2022,Assam,Automotive,7,"09-04-2023 04:00:03"
1055,2022,Assam,Biotechnology,2,"09-04-2023 04:00:03"
1056,2022,Assam,Chemicals,5,"09-04-2023 04:00:03"
1057,2022,Assam,Construction,41,"09-04-2023 04:00:03"
1058,2022,Assam,Design,1,"09-04-2023 04:00:03"
1059,2022,Assam,Education,21,"09-04-2023 04:00:03"
1060,2022,Assam,"Enterprise Software",2,"09-04-2023 04:00:03"
1061,2022,Assam,Fashion,1,"09-04-2023 04:00:03"
1062,2022,Assam,"Finance Technology",5,"09-04-2023 04:00:03"
1063,2022,Assam,"Food & Beverages",18,"09-04-2023 04:00:03"
1064,2022,Assam,"Green Technology",4,"09-04-2023 04:00:03"
1065,2022,Assam,"Healthcare & Lifesciences",27,"09-04-2023 04:00:03"
1066,2022,Assam,"Indic Language Startups",1,"09-04-2023 04:00:03"
1067,2022,Assam,"IT Services",13,"09-04-2023 04:00:03"
1068,2022,Assam,Logistics,1,"09-04-2023 04:00:03"
1069,2022,Assam,Marketing,5,"09-04-2023 04:00:03"
1070,2022,Assam,"Media & Entertainment",4,"09-04-2023 04:00:03"
1071,2022,Assam,Nanotechnology,1,"09-04-2023 04:00:03"
1072,2022,Assam,"Non- Renewable Energy",15,"09-04-2023 04:00:03"
1073,2022,Assam,"Other Specialty Retailers",1,"09-04-2023 04:00:03"
1074,2022,Assam,Others,13,"09-04-2023 04:00:03"
1075,2022,Assam,"Pets & Animals",3,"09-04-2023 04:00:03"
1076,2022,Assam,"Professional & Commercial Services",12,"09-04-2023 04:00:03"
1077,2022,Assam,"Real Estate",2,"09-04-2023 04:00:03"
1078,2022,Assam,"Renewable Energy",2,"09-04-2023 04:00:03"
1079,2022,Assam,Retail,10,"09-04-2023 04:00:03"
1080,2022,Assam,Robotics,1,"09-04-2023 04:00:03"
1081,2022,Assam,"Security Solutions",2,"09-04-2023 04:00:03"
1082,2022,Assam,"Social Impact",2,"09-04-2023 04:00:03"
1083,2022,Assam,"Social Network",2,"09-04-2023 04:00:03"
1084,2022,Assam,"Technology Hardware",4,"09-04-2023 04:00:03"
1085,2022,Assam,"Telecommunication & Networking",3,"09-04-2023 04:00:03"
1086,2022,Assam,"Textiles & Apparel",2,"09-04-2023 04:00:03"
1087,2022,Assam,"Toys and Games",1,"09-04-2023 04:00:03"
1088,2022,Assam,"Transportation & Storage",4,"09-04-2023 04:00:03"
1089,2022,Assam,"Travel & Tourism",6,"09-04-2023 04:00:03"
1090,2022,Assam,"Waste Management",4,"09-04-2023 04:00:03"
1091,2022,Bihar,Advertising,2,"09-04-2023 04:00:03"
1092,2022,Bihar,"Aeronautics Aerospace & Defence",8,"09-04-2023 04:00:03"
1093,2022,Bihar,Agriculture,35,"09-04-2023 04:00:03"
1094,2022,Bihar,AI,3,"09-04-2023 04:00:03"
1095,2022,Bihar,Animation,1,"09-04-2023 04:00:03"
1096,2022,Bihar,"AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
1097,2022,Bihar,"Architecture Interior Design",1,"09-04-2023 04:00:03"
1098,2022,Bihar,"Art & Photography",4,"09-04-2023 04:00:03"
1099,2022,Bihar,Automotive,13,"09-04-2023 04:00:03"
1100,2022,Bihar,Biotechnology,2,"09-04-2023 04:00:03"
1101,2022,Bihar,Chemicals,3,"09-04-2023 04:00:03"
1102,2022,Bihar,Construction,97,"09-04-2023 04:00:03"
1103,2022,Bihar,"Dating Matrimonial",1,"09-04-2023 04:00:03"
1104,2022,Bihar,Design,1,"09-04-2023 04:00:03"
1105,2022,Bihar,Education,36,"09-04-2023 04:00:03"
1106,2022,Bihar,"Enterprise Software",4,"09-04-2023 04:00:03"
1107,2022,Bihar,Events,2,"09-04-2023 04:00:03"
1108,2022,Bihar,Fashion,4,"09-04-2023 04:00:03"
1109,2022,Bihar,"Finance Technology",13,"09-04-2023 04:00:03"
1110,2022,Bihar,"Food & Beverages",29,"09-04-2023 04:00:03"
1111,2022,Bihar,"Green Technology",7,"09-04-2023 04:00:03"
1112,2022,Bihar,"Healthcare & Lifesciences",40,"09-04-2023 04:00:03"
1113,2022,Bihar,"House-Hold Services",3,"09-04-2023 04:00:03"
1114,2022,Bihar,"Human Resources",15,"09-04-2023 04:00:03"
1115,2022,Bihar,"Indic Language Startups",1,"09-04-2023 04:00:03"
1116,2022,Bihar,"Internet of Things",3,"09-04-2023 04:00:03"
1117,2022,Bihar,"IT Services",34,"09-04-2023 04:00:03"
1118,2022,Bihar,Logistics,1,"09-04-2023 04:00:03"
1119,2022,Bihar,Marketing,5,"09-04-2023 04:00:03"
1120,2022,Bihar,"Media & Entertainment",5,"09-04-2023 04:00:03"
1121,2022,Bihar,"Non- Renewable Energy",10,"09-04-2023 04:00:03"
1122,2022,Bihar,"Other Specialty Retailers",3,"09-04-2023 04:00:03"
1123,2022,Bihar,Others,15,"09-04-2023 04:00:03"
1124,2022,Bihar,"Pets & Animals",1,"09-04-2023 04:00:03"
1125,2022,Bihar,"Professional & Commercial Services",34,"09-04-2023 04:00:03"
1126,2022,Bihar,"Real Estate",9,"09-04-2023 04:00:03"
1127,2022,Bihar,"Renewable Energy",14,"09-04-2023 04:00:03"
1128,2022,Bihar,Retail,9,"09-04-2023 04:00:03"
1129,2022,Bihar,Safety,1,"09-04-2023 04:00:03"
1130,2022,Bihar,"Security Solutions",10,"09-04-2023 04:00:03"
1131,2022,Bihar,"Social Impact",3,"09-04-2023 04:00:03"
1132,2022,Bihar,"Social Network",3,"09-04-2023 04:00:03"
1133,2022,Bihar,Sports,1,"09-04-2023 04:00:03"
1134,2022,Bihar,"Technology Hardware",8,"09-04-2023 04:00:03"
1135,2022,Bihar,"Telecommunication & Networking",7,"09-04-2023 04:00:03"
1136,2022,Bihar,"Textiles & Apparel",6,"09-04-2023 04:00:03"
1137,2022,Bihar,"Transportation & Storage",5,"09-04-2023 04:00:03"
1138,2022,Bihar,"Travel & Tourism",3,"09-04-2023 04:00:03"
1139,2022,Bihar,"Waste Management",5,"09-04-2023 04:00:03"
1140,2022,Chandigarh,"Aeronautics Aerospace & Defence",1,"09-04-2023 04:00:03"
1141,2022,Chandigarh,Agriculture,1,"09-04-2023 04:00:03"
1142,2022,Chandigarh,AI,1,"09-04-2023 04:00:03"
1143,2022,Chandigarh,"Architecture Interior Design",1,"09-04-2023 04:00:03"
1144,2022,Chandigarh,Automotive,2,"09-04-2023 04:00:03"
1145,2022,Chandigarh,Chemicals,1,"09-04-2023 04:00:03"
1146,2022,Chandigarh,Construction,2,"09-04-2023 04:00:03"
1147,2022,Chandigarh,Design,1,"09-04-2023 04:00:03"
1148,2022,Chandigarh,Education,9,"09-04-2023 04:00:03"
1149,2022,Chandigarh,"Enterprise Software",3,"09-04-2023 04:00:03"
1150,2022,Chandigarh,Fashion,5,"09-04-2023 04:00:03"
1151,2022,Chandigarh,"Finance Technology",2,"09-04-2023 04:00:03"
1152,2022,Chandigarh,"Food & Beverages",1,"09-04-2023 04:00:03"
1153,2022,Chandigarh,"Green Technology",2,"09-04-2023 04:00:03"
1154,2022,Chandigarh,"Healthcare & Lifesciences",13,"09-04-2023 04:00:03"
1155,2022,Chandigarh,"House-Hold Services",1,"09-04-2023 04:00:03"
1156,2022,Chandigarh,"Human Resources",1,"09-04-2023 04:00:03"
1157,2022,Chandigarh,"IT Services",7,"09-04-2023 04:00:03"
1158,2022,Chandigarh,Logistics,1,"09-04-2023 04:00:03"
1159,2022,Chandigarh,Marketing,1,"09-04-2023 04:00:03"
1160,2022,Chandigarh,"Media & Entertainment",2,"09-04-2023 04:00:03"
1161,2022,Chandigarh,"Non- Renewable Energy",1,"09-04-2023 04:00:03"
1162,2022,Chandigarh,Others,2,"09-04-2023 04:00:03"
1163,2022,Chandigarh,"Professional & Commercial Services",5,"09-04-2023 04:00:03"
1164,2022,Chandigarh,"Real Estate",1,"09-04-2023 04:00:03"
1165,2022,Chandigarh,"Renewable Energy",2,"09-04-2023 04:00:03"
1166,2022,Chandigarh,Retail,1,"09-04-2023 04:00:03"
1167,2022,Chandigarh,"Security Solutions",1,"09-04-2023 04:00:03"
1168,2022,Chandigarh,Sports,2,"09-04-2023 04:00:03"
1169,2022,Chandigarh,"Telecommunication & Networking",2,"09-04-2023 04:00:03"
1170,2022,Chandigarh,"Textiles & Apparel",2,"09-04-2023 04:00:03"
1171,2022,Chandigarh,"Travel & Tourism",3,"09-04-2023 04:00:03"
1172,2022,Chandigarh,"Waste Management",1,"09-04-2023 04:00:03"
1173,2022,Chhattisgarh,"Aeronautics Aerospace & Defence",2,"09-04-2023 04:00:03"
1174,2022,Chhattisgarh,Agriculture,34,"09-04-2023 04:00:03"
1175,2022,Chhattisgarh,AI,3,"09-04-2023 04:00:03"
1176,2022,Chhattisgarh,"AR VR (Augmented + Virtual Reality)",1,"09-04-2023 04:00:03"
1177,2022,Chhattisgarh,Automotive,4,"09-04-2023 04:00:03"
1178,2022,Chhattisgarh,Biotechnology,1,"09-04-2023 04:00:03"
1179,2022,Chhattisgarh,Chemicals,2,"09-04-2023 04:00:03"
1180,2022,Chhattisgarh,Construction,19,"09-04-2023 04:00:03"
1181,2022,Chhattisgarh,"Dating Matrimonial",1,"09-04-2023 04:00:03"
1182,2022,Chhattisgarh,Design,2,"09-04-2023 04:00:03"
1183,2022,Chhattisgarh,Education,14,"09-04-2023 04:00:03"
1184,2022,Chhattisgarh,"Enterprise Software",1,"09-04-2023 04:00:03"
1185,2022,Chhattisgarh,Events,2,"09-04-2023 04:00:03"
1186,2022,Chhattisgarh,Fashion,2,"09-04-2023 04:00:03"
1187,2022,Chhattisgarh,"Finance Technology",7,"09-04-2023 04:00:03"
1188,2022,Chhattisgarh,"Food & Beverages",17,"09-04-2023 04:00:03"
1189,2022,Chhattisgarh,"Green Technology",4,"09-04-2023 04:00:03"
1190,2022,Chhattisgarh,"Healthcare & Lifesciences",20,"09-04-2023 04:00:03"
1191,2022,Chhattisgarh,"House-Hold Services",2,"09-04-2023 04:00:03"
1192,2022,Chhattisgarh,"Human Resources",5,"09-04-2023 04:00:03"
1193,2022,Chhattisgarh,"Indic Language Startups",1,"09-04-2023 04:00:03"
1194,2022,Chhattisgarh,"IT Services",17,"09-04-2023 04:00:03"
1195,2022,Chhattisgarh,Logistics,4,"09-04-2023 04:00:03"
1196,2022,Chhattisgarh,Marketing,3,"09-04-2023 04:00:03"
1197,2022,Chhattisgarh,"Media & Entertainment",4,"09-04-2023 04:00:03"
1198,2022,Chhattisgarh,"Non- Renewable Energy",2,"09-04-2023 04:00:03"
1199,2022,Chhattisgarh,Others,12,"09-04-2023 04:00:03"
1200,2022,Chhattisgarh,"Professional & Commercial Services",11,"09-04-2023 04:00:03"
1201,2022,Chhattisgarh,"Real Estate",2,"09-04-2023 04:00:03"
1202,2022,Chhattisgarh,"Renewable Energy",10,"09-04-2023 04:00:03"
1203,2022,Chhattisgarh,Retail,2,"09-04-2023 04:00:03"
1204,2022,Chhattisgarh,Safety,1,"09-04-2023 04:00:03"
1205,2022,Chhattisgarh,"Security Solutions",2,"09-04-2023 04:00:03"
1206,2022,Chhattisgarh,"Social Impact",3,"09-04-2023 04:00:03"
1207,2022,Chhattisgarh,"Social Network",2,"09-04-2023 04:00:03"
1208,2022,Chhattisgarh,Sports,1,"09-04-2023 04:00:03"
1209,2022,Chhattisgarh,"Technology Hardware",6,"09-04-2023 04:00:03"
1210,2022,Chhattisgarh,"Telecommunication & Networking",3,"09-04-2023 04:00:03"
1211,2022,Chhattisgarh,"Textiles & Apparel",1,"09-04-2023 04:00:03"
1212,2022,Chhattisgarh,"Transportation & Storage",3,"09-04-2023 04:00:03"
1213,2022,Chhattisgarh,"Travel & Tourism",1,"09-04-2023 04:00:03"
1214,2022,Chhattisgarh,"Waste Management",2,"09-04-2023 04:00:03"
